"yearID","teamID","name","R","RA","W","L","WinPct"
2006,"ARI","Arizona Diamondbacks",773,788,76,86,0.469135802469136
2006,"ATL","Atlanta Braves",849,805,79,83,0.487654320987654
2006,"BAL","Baltimore Orioles",768,899,70,92,0.432098765432099
2006,"BOS","Boston Red Sox",820,825,86,76,0.530864197530864
2006,"CHA","Chicago White Sox",868,794,90,72,0.555555555555556
2006,"CHN","Chicago Cubs",716,834,66,96,0.407407407407407
2006,"CIN","Cincinnati Reds",749,801,80,82,0.493827160493827
2006,"CLE","Cleveland Indians",870,782,78,84,0.481481481481481
2006,"COL","Colorado Rockies",813,812,76,86,0.469135802469136
2006,"DET","Detroit Tigers",822,675,95,67,0.58641975308642
2006,"FLO","Florida Marlins",758,772,78,84,0.481481481481481
2006,"HOU","Houston Astros",735,719,82,80,0.506172839506173
2006,"KCA","Kansas City Royals",757,971,62,100,0.382716049382716
2006,"LAA","Los Angeles Angels of Anaheim",766,732,89,73,0.549382716049383
2006,"LAN","Los Angeles Dodgers",820,751,88,74,0.54320987654321
2006,"MIL","Milwaukee Brewers",730,833,75,87,0.462962962962963
2006,"MIN","Minnesota Twins",801,683,96,66,0.592592592592593
2006,"NYA","New York Yankees",930,767,97,65,0.598765432098765
2006,"NYN","New York Mets",834,731,97,65,0.598765432098765
2006,"OAK","Oakland Athletics",771,727,93,69,0.574074074074074
2006,"PHI","Philadelphia Phillies",865,812,85,77,0.524691358024691
2006,"PIT","Pittsburgh Pirates",691,797,67,95,0.41358024691358
2006,"SDN","San Diego Padres",731,679,88,74,0.54320987654321
2006,"SEA","Seattle Mariners",756,792,78,84,0.481481481481481
2006,"SFN","San Francisco Giants",746,790,76,85,0.472049689440994
2006,"SLN","St. Louis Cardinals",781,762,83,78,0.515527950310559
2006,"TBA","Tampa Bay Devil Rays",689,856,61,101,0.376543209876543
2006,"TEX","Texas Rangers",835,784,80,82,0.493827160493827
2006,"TOR","Toronto Blue Jays",809,754,87,75,0.537037037037037
2006,"WAS","Washington Nationals",746,872,71,91,0.438271604938272
2007,"ARI","Arizona Diamondbacks",712,732,90,72,0.555555555555556
2007,"ATL","Atlanta Braves",810,733,84,78,0.518518518518518
2007,"BAL","Baltimore Orioles",756,868,69,93,0.425925925925926
2007,"BOS","Boston Red Sox",867,657,96,66,0.592592592592593
2007,"CHA","Chicago White Sox",693,839,72,90,0.444444444444444
2007,"CHN","Chicago Cubs",752,690,85,77,0.524691358024691
2007,"CIN","Cincinnati Reds",783,853,72,90,0.444444444444444
2007,"CLE","Cleveland Indians",811,704,96,66,0.592592592592593
2007,"COL","Colorado Rockies",860,758,90,73,0.552147239263804
2007,"DET","Detroit Tigers",887,797,88,74,0.54320987654321
2007,"FLO","Florida Marlins",790,891,71,91,0.438271604938272
2007,"HOU","Houston Astros",723,813,73,89,0.450617283950617
2007,"KCA","Kansas City Royals",706,778,69,93,0.425925925925926
2007,"LAA","Los Angeles Angels of Anaheim",822,731,94,68,0.580246913580247
2007,"LAN","Los Angeles Dodgers",735,727,82,80,0.506172839506173
2007,"MIL","Milwaukee Brewers",801,776,83,79,0.512345679012346
2007,"MIN","Minnesota Twins",718,725,79,83,0.487654320987654
2007,"NYA","New York Yankees",968,777,94,68,0.580246913580247
2007,"NYN","New York Mets",804,750,88,74,0.54320987654321
2007,"OAK","Oakland Athletics",741,758,76,86,0.469135802469136
2007,"PHI","Philadelphia Phillies",892,821,89,73,0.549382716049383
2007,"PIT","Pittsburgh Pirates",724,846,68,94,0.419753086419753
2007,"SDN","San Diego Padres",741,666,89,74,0.54601226993865
2007,"SEA","Seattle Mariners",794,813,88,74,0.54320987654321
2007,"SFN","San Francisco Giants",683,720,71,91,0.438271604938272
2007,"SLN","St. Louis Cardinals",725,829,78,84,0.481481481481481
2007,"TBA","Tampa Bay Devil Rays",782,944,66,96,0.407407407407407
2007,"TEX","Texas Rangers",816,844,75,87,0.462962962962963
2007,"TOR","Toronto Blue Jays",753,699,83,79,0.512345679012346
2007,"WAS","Washington Nationals",673,783,73,89,0.450617283950617
2008,"ARI","Arizona Diamondbacks",720,706,82,80,0.506172839506173
2008,"ATL","Atlanta Braves",753,778,72,90,0.444444444444444
2008,"BAL","Baltimore Orioles",782,869,68,93,0.422360248447205
2008,"BOS","Boston Red Sox",845,694,95,67,0.58641975308642
2008,"CHA","Chicago White Sox",811,729,89,74,0.54601226993865
2008,"CHN","Chicago Cubs",855,671,97,64,0.60248447204969
2008,"CIN","Cincinnati Reds",704,800,74,88,0.45679012345679
2008,"CLE","Cleveland Indians",805,761,81,81,0.5
2008,"COL","Colorado Rockies",747,822,74,88,0.45679012345679
2008,"DET","Detroit Tigers",821,857,74,88,0.45679012345679
2008,"FLO","Florida Marlins",770,767,84,77,0.521739130434783
2008,"HOU","Houston Astros",712,743,86,75,0.53416149068323
2008,"KCA","Kansas City Royals",691,781,75,87,0.462962962962963
2008,"LAA","Los Angeles Angels of Anaheim",765,697,100,62,0.617283950617284
2008,"LAN","Los Angeles Dodgers",700,648,84,78,0.518518518518518
2008,"MIL","Milwaukee Brewers",750,689,90,72,0.555555555555556
2008,"MIN","Minnesota Twins",829,745,88,75,0.539877300613497
2008,"NYA","New York Yankees",789,727,89,73,0.549382716049383
2008,"NYN","New York Mets",799,715,89,73,0.549382716049383
2008,"OAK","Oakland Athletics",646,690,75,86,0.46583850931677
2008,"PHI","Philadelphia Phillies",799,680,92,70,0.567901234567901
2008,"PIT","Pittsburgh Pirates",735,884,67,95,0.41358024691358
2008,"SDN","San Diego Padres",637,764,63,99,0.388888888888889
2008,"SEA","Seattle Mariners",671,811,61,101,0.376543209876543
2008,"SFN","San Francisco Giants",640,759,72,90,0.444444444444444
2008,"SLN","St. Louis Cardinals",779,725,86,76,0.530864197530864
2008,"TBA","Tampa Bay Rays",774,671,97,65,0.598765432098765
2008,"TEX","Texas Rangers",901,967,79,83,0.487654320987654
2008,"TOR","Toronto Blue Jays",714,610,86,76,0.530864197530864
2008,"WAS","Washington Nationals",641,825,59,102,0.366459627329193
2009,"ARI","Arizona Diamondbacks",720,782,70,92,0.432098765432099
2009,"ATL","Atlanta Braves",735,641,86,76,0.530864197530864
2009,"BAL","Baltimore Orioles",741,876,64,98,0.395061728395062
2009,"BOS","Boston Red Sox",872,736,95,67,0.58641975308642
2009,"CHA","Chicago White Sox",724,732,79,83,0.487654320987654
2009,"CHN","Chicago Cubs",707,672,83,78,0.515527950310559
2009,"CIN","Cincinnati Reds",673,723,78,84,0.481481481481481
2009,"CLE","Cleveland Indians",773,865,65,97,0.401234567901235
2009,"COL","Colorado Rockies",804,715,92,70,0.567901234567901
2009,"DET","Detroit Tigers",743,745,86,77,0.52760736196319
2009,"FLO","Florida Marlins",772,766,87,75,0.537037037037037
2009,"HOU","Houston Astros",643,770,74,88,0.45679012345679
2009,"KCA","Kansas City Royals",686,842,65,97,0.401234567901235
2009,"LAA","Los Angeles Angels of Anaheim",883,761,97,65,0.598765432098765
2009,"LAN","Los Angeles Dodgers",780,611,95,67,0.58641975308642
2009,"MIL","Milwaukee Brewers",785,818,80,82,0.493827160493827
2009,"MIN","Minnesota Twins",817,765,87,76,0.533742331288344
2009,"NYA","New York Yankees",915,753,103,59,0.635802469135803
2009,"NYN","New York Mets",671,757,70,92,0.432098765432099
2009,"OAK","Oakland Athletics",759,761,75,87,0.462962962962963
2009,"PHI","Philadelphia Phillies",820,709,93,69,0.574074074074074
2009,"PIT","Pittsburgh Pirates",636,768,62,99,0.385093167701863
2009,"SDN","San Diego Padres",638,769,75,87,0.462962962962963
2009,"SEA","Seattle Mariners",640,692,85,77,0.524691358024691
2009,"SFN","San Francisco Giants",657,611,88,74,0.54320987654321
2009,"SLN","St. Louis Cardinals",730,640,91,71,0.561728395061728
2009,"TBA","Tampa Bay Rays",803,754,84,78,0.518518518518518
2009,"TEX","Texas Rangers",784,740,87,75,0.537037037037037
2009,"TOR","Toronto Blue Jays",798,771,75,87,0.462962962962963
2009,"WAS","Washington Nationals",710,874,59,103,0.364197530864198
2010,"ARI","Arizona Diamondbacks",713,836,65,97,0.401234567901235
2010,"ATL","Atlanta Braves",738,629,91,71,0.561728395061728
2010,"BAL","Baltimore Orioles",613,785,66,96,0.407407407407407
2010,"BOS","Boston Red Sox",818,744,89,73,0.549382716049383
2010,"CHA","Chicago White Sox",752,704,88,74,0.54320987654321
2010,"CHN","Chicago Cubs",685,767,75,87,0.462962962962963
2010,"CIN","Cincinnati Reds",790,685,91,71,0.561728395061728
2010,"CLE","Cleveland Indians",646,752,69,93,0.425925925925926
2010,"COL","Colorado Rockies",770,717,83,79,0.512345679012346
2010,"DET","Detroit Tigers",751,743,81,81,0.5
2010,"FLO","Florida Marlins",719,717,80,82,0.493827160493827
2010,"HOU","Houston Astros",611,729,76,86,0.469135802469136
2010,"KCA","Kansas City Royals",676,845,67,95,0.41358024691358
2010,"LAA","Los Angeles Angels of Anaheim",681,702,80,82,0.493827160493827
2010,"LAN","Los Angeles Dodgers",667,692,80,82,0.493827160493827
2010,"MIL","Milwaukee Brewers",750,804,77,85,0.475308641975309
2010,"MIN","Minnesota Twins",781,671,94,68,0.580246913580247
2010,"NYA","New York Yankees",859,693,95,67,0.58641975308642
2010,"NYN","New York Mets",656,652,79,83,0.487654320987654
2010,"OAK","Oakland Athletics",663,626,81,81,0.5
2010,"PHI","Philadelphia Phillies",772,640,97,65,0.598765432098765
2010,"PIT","Pittsburgh Pirates",587,866,57,105,0.351851851851852
2010,"SDN","San Diego Padres",665,581,90,72,0.555555555555556
2010,"SEA","Seattle Mariners",513,698,61,101,0.376543209876543
2010,"SFN","San Francisco Giants",697,583,92,70,0.567901234567901
2010,"SLN","St. Louis Cardinals",736,641,86,76,0.530864197530864
2010,"TBA","Tampa Bay Rays",802,649,96,66,0.592592592592593
2010,"TEX","Texas Rangers",787,687,90,72,0.555555555555556
2010,"TOR","Toronto Blue Jays",755,728,85,77,0.524691358024691
2010,"WAS","Washington Nationals",655,742,69,93,0.425925925925926
2011,"ARI","Arizona Diamondbacks",731,662,94,68,0.580246913580247
2011,"ATL","Atlanta Braves",641,605,89,73,0.549382716049383
2011,"BAL","Baltimore Orioles",708,860,69,93,0.425925925925926
2011,"BOS","Boston Red Sox",875,737,90,72,0.555555555555556
2011,"CHA","Chicago White Sox",654,706,79,83,0.487654320987654
2011,"CHN","Chicago Cubs",654,756,71,91,0.438271604938272
2011,"CIN","Cincinnati Reds",735,720,79,83,0.487654320987654
2011,"CLE","Cleveland Indians",704,760,80,82,0.493827160493827
2011,"COL","Colorado Rockies",735,774,73,89,0.450617283950617
2011,"DET","Detroit Tigers",787,711,95,67,0.58641975308642
2011,"FLO","Florida Marlins",625,702,72,90,0.444444444444444
2011,"HOU","Houston Astros",615,796,56,106,0.345679012345679
2011,"KCA","Kansas City Royals",730,762,71,91,0.438271604938272
2011,"LAA","Los Angeles Angels of Anaheim",667,633,86,76,0.530864197530864
2011,"LAN","Los Angeles Dodgers",644,612,82,79,0.509316770186335
2011,"MIL","Milwaukee Brewers",721,638,96,66,0.592592592592593
2011,"MIN","Minnesota Twins",619,804,63,99,0.388888888888889
2011,"NYA","New York Yankees",867,657,97,65,0.598765432098765
2011,"NYN","New York Mets",718,742,77,85,0.475308641975309
2011,"OAK","Oakland Athletics",645,679,74,88,0.45679012345679
2011,"PHI","Philadelphia Phillies",713,529,102,60,0.62962962962963
2011,"PIT","Pittsburgh Pirates",610,712,72,90,0.444444444444444
2011,"SDN","San Diego Padres",593,611,71,91,0.438271604938272
2011,"SEA","Seattle Mariners",556,675,67,95,0.41358024691358
2011,"SFN","San Francisco Giants",570,578,86,76,0.530864197530864
2011,"SLN","St. Louis Cardinals",762,692,90,72,0.555555555555556
2011,"TBA","Tampa Bay Rays",707,614,91,71,0.561728395061728
2011,"TEX","Texas Rangers",855,677,96,66,0.592592592592593
2011,"TOR","Toronto Blue Jays",743,761,81,81,0.5
2011,"WAS","Washington Nationals",624,643,80,81,0.496894409937888
2012,"ARI","Arizona Diamondbacks",734,688,81,81,0.5
2012,"ATL","Atlanta Braves",700,600,94,68,0.580246913580247
2012,"BAL","Baltimore Orioles",712,705,93,69,0.574074074074074
2012,"BOS","Boston Red Sox",734,806,69,93,0.425925925925926
2012,"CHA","Chicago White Sox",748,676,85,77,0.524691358024691
2012,"CHN","Chicago Cubs",613,759,61,101,0.376543209876543
2012,"CIN","Cincinnati Reds",669,588,97,65,0.598765432098765
2012,"CLE","Cleveland Indians",667,845,68,94,0.419753086419753
2012,"COL","Colorado Rockies",758,890,64,98,0.395061728395062
2012,"DET","Detroit Tigers",726,670,88,74,0.54320987654321
2012,"HOU","Houston Astros",583,794,55,107,0.339506172839506
2012,"KCA","Kansas City Royals",676,746,72,90,0.444444444444444
2012,"LAA","Los Angeles Angels of Anaheim",767,699,89,73,0.549382716049383
2012,"LAN","Los Angeles Dodgers",637,597,86,76,0.530864197530864
2012,"MIA","Miami Marlins",609,724,69,93,0.425925925925926
2012,"MIL","Milwaukee Brewers",776,733,83,79,0.512345679012346
2012,"MIN","Minnesota Twins",701,832,66,96,0.407407407407407
2012,"NYA","New York Yankees",804,668,95,67,0.58641975308642
2012,"NYN","New York Mets",650,709,74,88,0.45679012345679
2012,"OAK","Oakland Athletics",713,614,94,68,0.580246913580247
2012,"PHI","Philadelphia Phillies",684,680,81,81,0.5
2012,"PIT","Pittsburgh Pirates",651,674,79,83,0.487654320987654
2012,"SDN","San Diego Padres",651,710,76,86,0.469135802469136
2012,"SEA","Seattle Mariners",619,651,75,87,0.462962962962963
2012,"SFN","San Francisco Giants",718,649,94,68,0.580246913580247
2012,"SLN","St. Louis Cardinals",765,648,88,74,0.54320987654321
2012,"TBA","Tampa Bay Rays",697,577,90,72,0.555555555555556
2012,"TEX","Texas Rangers",808,707,93,69,0.574074074074074
2012,"TOR","Toronto Blue Jays",716,784,73,89,0.450617283950617
2012,"WAS","Washington Nationals",731,594,98,64,0.604938271604938
2013,"ARI","Arizona Diamondbacks",685,695,81,81,0.5
2013,"ATL","Atlanta Braves",688,548,96,66,0.592592592592593
2013,"BAL","Baltimore Orioles",745,709,85,77,0.524691358024691
2013,"BOS","Boston Red Sox",853,656,97,65,0.598765432098765
2013,"CHA","Chicago White Sox",598,723,63,99,0.388888888888889
2013,"CHN","Chicago Cubs",602,689,66,96,0.407407407407407
2013,"CIN","Cincinnati Reds",698,589,90,72,0.555555555555556
2013,"CLE","Cleveland Indians",745,662,92,70,0.567901234567901
2013,"COL","Colorado Rockies",706,760,74,88,0.45679012345679
2013,"DET","Detroit Tigers",796,624,93,69,0.574074074074074
2013,"HOU","Houston Astros",610,848,51,111,0.314814814814815
2013,"KCA","Kansas City Royals",648,601,86,76,0.530864197530864
2013,"LAA","Los Angeles Angels of Anaheim",733,737,78,84,0.481481481481481
2013,"LAN","Los Angeles Dodgers",649,582,92,70,0.567901234567901
2013,"MIA","Miami Marlins",513,646,62,100,0.382716049382716
2013,"MIL","Milwaukee Brewers",640,687,74,88,0.45679012345679
2013,"MIN","Minnesota Twins",614,788,66,96,0.407407407407407
2013,"NYA","New York Yankees",650,671,85,77,0.524691358024691
2013,"NYN","New York Mets",619,684,74,88,0.45679012345679
2013,"OAK","Oakland Athletics",767,625,96,66,0.592592592592593
2013,"PHI","Philadelphia Phillies",610,749,73,89,0.450617283950617
2013,"PIT","Pittsburgh Pirates",634,577,94,68,0.580246913580247
2013,"SDN","San Diego Padres",618,700,76,86,0.469135802469136
2013,"SEA","Seattle Mariners",624,754,71,91,0.438271604938272
2013,"SFN","San Francisco Giants",629,691,76,86,0.469135802469136
2013,"SLN","St. Louis Cardinals",783,596,97,65,0.598765432098765
2013,"TBA","Tampa Bay Rays",700,646,92,71,0.56441717791411
2013,"TEX","Texas Rangers",730,636,91,72,0.558282208588957
2013,"TOR","Toronto Blue Jays",712,756,74,88,0.45679012345679
2013,"WAS","Washington Nationals",656,626,86,76,0.530864197530864
2014,"ARI","Arizona Diamondbacks",615,742,64,98,0.395061728395062
2014,"ATL","Atlanta Braves",573,597,79,83,0.487654320987654
2014,"BAL","Baltimore Orioles",705,593,96,66,0.592592592592593
2014,"BOS","Boston Red Sox",634,715,71,91,0.438271604938272
2014,"CHA","Chicago White Sox",660,758,73,89,0.450617283950617
2014,"CHN","Chicago Cubs",614,707,73,89,0.450617283950617
2014,"CIN","Cincinnati Reds",595,612,76,86,0.469135802469136
2014,"CLE","Cleveland Indians",669,653,85,77,0.524691358024691
2014,"COL","Colorado Rockies",755,818,66,96,0.407407407407407
2014,"DET","Detroit Tigers",757,705,90,72,0.555555555555556
2014,"HOU","Houston Astros",629,723,70,92,0.432098765432099
2014,"KCA","Kansas City Royals",651,624,89,73,0.549382716049383
2014,"LAA","Los Angeles Angels of Anaheim",773,630,98,64,0.604938271604938
2014,"LAN","Los Angeles Dodgers",718,617,94,68,0.580246913580247
2014,"MIA","Miami Marlins",645,674,77,85,0.475308641975309
2014,"MIL","Milwaukee Brewers",650,657,82,80,0.506172839506173
2014,"MIN","Minnesota Twins",715,777,70,92,0.432098765432099
2014,"NYA","New York Yankees",633,664,84,78,0.518518518518518
2014,"NYN","New York Mets",629,618,79,83,0.487654320987654
2014,"OAK","Oakland Athletics",729,572,88,74,0.54320987654321
2014,"PHI","Philadelphia Phillies",619,687,73,89,0.450617283950617
2014,"PIT","Pittsburgh Pirates",682,631,88,74,0.54320987654321
2014,"SDN","San Diego Padres",535,577,77,85,0.475308641975309
2014,"SEA","Seattle Mariners",634,554,87,75,0.537037037037037
2014,"SFN","San Francisco Giants",665,614,88,74,0.54320987654321
2014,"SLN","St. Louis Cardinals",619,603,90,72,0.555555555555556
2014,"TBA","Tampa Bay Rays",612,625,77,85,0.475308641975309
2014,"TEX","Texas Rangers",637,773,67,95,0.41358024691358
2014,"TOR","Toronto Blue Jays",723,686,83,79,0.512345679012346
2014,"WAS","Washington Nationals",686,555,96,66,0.592592592592593
2015,"ARI","Arizona Diamondbacks",720,713,79,83,0.487654320987654
2015,"ATL","Atlanta Braves",573,760,67,95,0.41358024691358
2015,"BAL","Baltimore Orioles",713,693,81,81,0.5
2015,"BOS","Boston Red Sox",748,753,78,84,0.481481481481481
2015,"CHA","Chicago White Sox",622,701,76,86,0.469135802469136
2015,"CHN","Chicago Cubs",689,608,97,65,0.598765432098765
2015,"CIN","Cincinnati Reds",640,754,64,98,0.395061728395062
2015,"CLE","Cleveland Indians",669,640,81,80,0.503105590062112
2015,"COL","Colorado Rockies",737,844,68,94,0.419753086419753
2015,"DET","Detroit Tigers",689,803,74,87,0.459627329192547
2015,"HOU","Houston Astros",729,618,86,76,0.530864197530864
2015,"KCA","Kansas City Royals",724,641,95,67,0.58641975308642
2015,"LAA","Los Angeles Angels of Anaheim",661,675,85,77,0.524691358024691
2015,"LAN","Los Angeles Dodgers",667,595,92,70,0.567901234567901
2015,"MIA","Miami Marlins",613,678,71,91,0.438271604938272
2015,"MIL","Milwaukee Brewers",655,737,68,94,0.419753086419753
2015,"MIN","Minnesota Twins",696,700,83,79,0.512345679012346
2015,"NYA","New York Yankees",764,698,87,75,0.537037037037037
2015,"NYN","New York Mets",683,613,90,72,0.555555555555556
2015,"OAK","Oakland Athletics",694,729,68,94,0.419753086419753
2015,"PHI","Philadelphia Phillies",626,809,63,99,0.388888888888889
2015,"PIT","Pittsburgh Pirates",697,596,98,64,0.604938271604938
2015,"SDN","San Diego Padres",650,731,74,88,0.45679012345679
2015,"SEA","Seattle Mariners",656,726,76,86,0.469135802469136
2015,"SFN","San Francisco Giants",696,627,84,78,0.518518518518518
2015,"SLN","St. Louis Cardinals",647,525,100,62,0.617283950617284
2015,"TBA","Tampa Bay Rays",644,642,80,82,0.493827160493827
2015,"TEX","Texas Rangers",751,733,88,74,0.54320987654321
2015,"TOR","Toronto Blue Jays",891,670,93,69,0.574074074074074
